model,validation,outer_fold,selection_scope,candidate,selection_metric,score,parameters,status,error
qda,group_k_fold,3,outer_training_fold,1,balanced_accuracy,,{},failed,LinAlgError: The covariance matrix of class 0 is not full rank. Increase the value of `reg_param` to reduce the collinearity.
random_forest,group_k_fold,1,outer_training_fold,1,balanced_accuracy,1.0,{},completed,
random_forest,group_k_fold,2,outer_training_fold,1,balanced_accuracy,1.0,{},completed,
random_forest,group_k_fold,3,outer_training_fold,1,balanced_accuracy,1.0,{},completed,
stacking,group_k_fold,1,outer_training_fold,1,balanced_accuracy,1.0,{},completed,
stacking,group_k_fold,2,outer_training_fold,1,balanced_accuracy,0.96875,{},completed,
stacking,group_k_fold,3,outer_training_fold,1,balanced_accuracy,1.0,{},completed,
svm,group_k_fold,1,outer_training_fold,1,balanced_accuracy,1.0,{},completed,
svm,group_k_fold,2,outer_training_fold,1,balanced_accuracy,0.96875,{},completed,
svm,group_k_fold,3,outer_training_fold,1,balanced_accuracy,0.96875,{},completed,
decision_tree,stratified_group_k_fold,1,outer_training_fold,1,balanced_accuracy,1.0,{},completed,
decision_tree,stratified_group_k_fold,2,outer_training_fold,1,balanced_accuracy,1.0,{},completed,
decision_tree,stratified_group_k_fold,3,outer_training_fold,1,balanced_accuracy,1.0,{},completed,
dummy,stratified_group_k_fold,1,outer_training_fold,1,balanced_accuracy,0.5,{},completed,
dummy,stratified_group_k_fold,2,outer_training_fold,1,balanced_accuracy,0.5,{},completed,
dummy,stratified_group_k_fold,3,outer_training_fold,1,balanced_accuracy,0.5,{},completed,
gaussian_nb,stratified_group_k_fold,1,outer_training_fold,1,balanced_accuracy,1.0,{},completed,
gaussian_nb,stratified_group_k_fold,2,outer_training_fold,1,balanced_accuracy,1.0,{},completed,
gaussian_nb,stratified_group_k_fold,3,outer_training_fold,1,balanced_accuracy,1.0,{},completed,
gradient_boosting,stratified_group_k_fold,1,outer_training_fold,1,balanced_accuracy,1.0,{},completed,
gradient_boosting,stratified_group_k_fold,2,outer_training_fold,1,balanced_accuracy,1.0,{},completed,
gradient_boosting,stratified_group_k_fold,3,outer_training_fold,1,balanced_accuracy,1.0,{},completed,
knn,stratified_group_k_fold,1,outer_training_fold,1,balanced_accuracy,0.96875,{},completed,
knn,stratified_group_k_fold,2,outer_training_fold,1,balanced_accuracy,1.0,{},completed,
knn,stratified_group_k_fold,3,outer_training_fold,1,balanced_accuracy,0.96875,{},completed,
lda,stratified_group_k_fold,1,outer_training_fold,1,balanced_accuracy,0.625,{},completed,
lda,stratified_group_k_fold,2,outer_training_fold,1,balanced_accuracy,0.625,{},completed,
lda,stratified_group_k_fold,3,outer_training_fold,1,balanced_accuracy,0.46875,{},completed,
logistic_regression,stratified_group_k_fold,1,outer_training_fold,1,balanced_accuracy,1.0,{},completed,
logistic_regression,stratified_group_k_fold,2,outer_training_fold,1,balanced_accuracy,1.0,{},completed,
logistic_regression,stratified_group_k_fold,3,outer_training_fold,1,balanced_accuracy,1.0,{},completed,
mlp,stratified_group_k_fold,1,outer_training_fold,1,balanced_accuracy,1.0,{},completed,
mlp,stratified_group_k_fold,2,outer_training_fold,1,balanced_accuracy,1.0,{},completed,
mlp,stratified_group_k_fold,3,outer_training_fold,1,balanced_accuracy,1.0,{},completed,
qda,stratified_group_k_fold,1,outer_training_fold,1,balanced_accuracy,,{},failed,LinAlgError: The covariance matrix of class 0 is not full rank. Increase the value of `reg_param` to reduce the collinearity.
qda,stratified_group_k_fold,2,outer_training_fold,1,balanced_accuracy,,{},failed,LinAlgError: The covariance matrix of class 0 is not full rank. Increase the value of `reg_param` to reduce the collinearity.
qda,stratified_group_k_fold,3,outer_training_fold,1,balanced_accuracy,,{},failed,LinAlgError: The covariance matrix of class 0 is not full rank. Increase the value of `reg_param` to reduce the collinearity.
random_forest,stratified_group_k_fold,1,outer_training_fold,1,balanced_accuracy,1.0,{},completed,
random_forest,stratified_group_k_fold,2,outer_training_fold,1,balanced_accuracy,1.0,{},completed,
random_forest,stratified_group_k_fold,3,outer_training_fold,1,balanced_accuracy,1.0,{},completed,
stacking,stratified_group_k_fold,1,outer_training_fold,1,balanced_accuracy,1.0,{},completed,
stacking,stratified_group_k_fold,2,outer_training_fold,1,balanced_accuracy,1.0,{},completed,
stacking,stratified_group_k_fold,3,outer_training_fold,1,balanced_accuracy,1.0,{},completed,
svm,stratified_group_k_fold,1,outer_training_fold,1,balanced_accuracy,0.96875,{},completed,
svm,stratified_group_k_fold,2,outer_training_fold,1,balanced_accuracy,0.96875,{},completed,
svm,stratified_group_k_fold,3,outer_training_fold,1,balanced_accuracy,1.0,{},completed,
decision_tree,leave_one_group_out,1,outer_training_fold,1,balanced_accuracy,1.0,{},completed,
decision_tree,leave_one_group_out,2,outer_training_fold,1,balanced_accuracy,1.0,{},completed,
decision_tree,leave_one_group_out,3,outer_training_fold,1,balanced_accuracy,1.0,{},completed,
decision_tree,leave_one_group_out,4,outer_training_fold,1,balanced_accuracy,1.0,{},completed,
decision_tree,leave_one_group_out,5,outer_training_fold,1,balanced_accuracy,1.0,{},completed,
decision_tree,leave_one_group_out,6,outer_training_fold,1,balanced_accuracy,1.0,{},completed,
decision_tree,leave_one_group_out,7,outer_training_fold,1,balanced_accuracy,1.0,{},completed,
decision_tree,leave_one_group_out,8,outer_training_fold,1,balanced_accuracy,1.0,{},completed,
decision_tree,leave_one_group_out,9,outer_training_fold,1,balanced_accuracy,1.0,{},completed,
decision_tree,leave_one_group_out,10,outer_training_fold,1,balanced_accuracy,1.0,{},completed,
decision_tree,leave_one_group_out,11,outer_training_fold,1,balanced_accuracy,1.0,{},completed,
decision_tree,leave_one_group_out,12,outer_training_fold,1,balanced_accuracy,1.0,{},completed,
dummy,leave_one_group_out,1,outer_training_fold,1,balanced_accuracy,0.5,{},completed,
dummy,leave_one_group_out,2,outer_training_fold,1,balanced_accuracy,0.5,{},completed,
dummy,leave_one_group_out,3,outer_training_fold,1,balanced_accuracy,0.5,{},completed,
dummy,leave_one_group_out,4,outer_training_fold,1,balanced_accuracy,0.5,{},completed,
dummy,leave_one_group_out,5,outer_training_fold,1,balanced_accuracy,0.5,{},completed,
dummy,leave_one_group_out,6,outer_training_fold,1,balanced_accuracy,0.5,{},completed,
dummy,leave_one_group_out,7,outer_training_fold,1,balanced_accuracy,0.5,{},completed,
dummy,leave_one_group_out,8,outer_training_fold,1,balanced_accuracy,0.5,{},completed,
dummy,leave_one_group_out,9,outer_training_fold,1,balanced_accuracy,0.5,{},completed,
dummy,leave_one_group_out,10,outer_training_fold,1,balanced_accuracy,0.5,{},completed,
dummy,leave_one_group_out,11,outer_training_fold,1,balanced_accuracy,0.5,{},completed,
dummy,leave_one_group_out,12,outer_training_fold,1,balanced_accuracy,0.5,{},completed,
gaussian_nb,leave_one_group_out,1,outer_training_fold,1,balanced_accuracy,1.0,{},completed,
gaussian_nb,leave_one_group_out,2,outer_training_fold,1,balanced_accuracy,1.0,{},completed,
gaussian_nb,leave_one_group_out,3,outer_training_fold,1,balanced_accuracy,1.0,{},completed,
gaussian_nb,leave_one_group_out,4,outer_training_fold,1,balanced_accuracy,1.0,{},completed,
gaussian_nb,leave_one_group_out,5,outer_training_fold,1,balanced_accuracy,1.0,{},completed,
gaussian_nb,leave_one_group_out,6,outer_training_fold,1,balanced_accuracy,1.0,{},completed,
gaussian_nb,leave_one_group_out,7,outer_training_fold,1,balanced_accuracy,1.0,{},completed,
gaussian_nb,leave_one_group_out,8,outer_training_fold,1,balanced_accuracy,1.0,{},completed,
gaussian_nb,leave_one_group_out,9,outer_training_fold,1,balanced_accuracy,1.0,{},completed,
gaussian_nb,leave_one_group_out,10,outer_training_fold,1,balanced_accuracy,1.0,{},completed,
gaussian_nb,leave_one_group_out,11,outer_training_fold,1,balanced_accuracy,1.0,{},completed,
gaussian_nb,leave_one_group_out,12,outer_training_fold,1,balanced_accuracy,1.0,{},completed,
gradient_boosting,leave_one_group_out,1,outer_training_fold,1,balanced_accuracy,1.0,{},completed,
gradient_boosting,leave_one_group_out,2,outer_training_fold,1,balanced_accuracy,1.0,{},completed,
gradient_boosting,leave_one_group_out,3,outer_training_fold,1,balanced_accuracy,1.0,{},completed,
gradient_boosting,leave_one_group_out,4,outer_training_fold,1,balanced_accuracy,1.0,{},completed,
gradient_boosting,leave_one_group_out,5,outer_training_fold,1,balanced_accuracy,1.0,{},completed,
gradient_boosting,leave_one_group_out,6,outer_training_fold,1,balanced_accuracy,1.0,{},completed,
gradient_boosting,leave_one_group_out,7,outer_training_fold,1,balanced_accuracy,1.0,{},completed,
gradient_boosting,leave_one_group_out,8,outer_training_fold,1,balanced_accuracy,1.0,{},completed,
gradient_boosting,leave_one_group_out,9,outer_training_fold,1,balanced_accuracy,1.0,{},completed,
gradient_boosting,leave_one_group_out,10,outer_training_fold,1,balanced_accuracy,1.0,{},completed,
gradient_boosting,leave_one_group_out,11,outer_training_fold,1,balanced_accuracy,1.0,{},completed,
gradient_boosting,leave_one_group_out,12,outer_training_fold,1,balanced_accuracy,1.0,{},completed,
knn,leave_one_group_out,1,outer_training_fold,1,balanced_accuracy,1.0,{},completed,
knn,leave_one_group_out,2,outer_training_fold,1,balanced_accuracy,1.0,{},completed,
knn,leave_one_group_out,3,outer_training_fold,1,balanced_accuracy,0.9791666666666666,{},completed,
knn,leave_one_group_out,4,outer_training_fold,1,balanced_accuracy,1.0,{},completed,
knn,leave_one_group_out,5,outer_training_fold,1,balanced_accuracy,0.9791666666666666,{},completed,
knn,leave_one_group_out,6,outer_training_fold,1,balanced_accuracy,0.9791666666666666,{},completed,
knn,leave_one_group_out,7,outer_training_fold,1,balanced_accuracy,1.0,{},completed,
knn,leave_one_group_out,8,outer_training_fold,1,balanced_accuracy,1.0,{},completed,
knn,leave_one_group_out,9,outer_training_fold,1,balanced_accuracy,0.975,{},completed,
knn,leave_one_group_out,10,outer_training_fold,1,balanced_accuracy,0.975,{},completed,
knn,leave_one_group_out,11,outer_training_fold,1,balanced_accuracy,1.0,{},completed,
knn,leave_one_group_out,12,outer_training_fold,1,balanced_accuracy,0.9791666666666666,{},completed,
lda,leave_one_group_out,1,outer_training_fold,1,balanced_accuracy,0.6166666666666667,{},completed,
lda,leave_one_group_out,2,outer_training_fold,1,balanced_accuracy,0.6125,{},completed,
lda,leave_one_group_out,3,outer_training_fold,1,balanced_accuracy,0.575,{},completed,
lda,leave_one_group_out,4,outer_training_fold,1,balanced_accuracy,0.6416666666666666,{},completed,
lda,leave_one_group_out,5,outer_training_fold,1,balanced_accuracy,0.5833333333333333,{},completed,
lda,leave_one_group_out,6,outer_training_fold,1,balanced_accuracy,0.6625,{},completed,
lda,leave_one_group_out,7,outer_training_fold,1,balanced_accuracy,0.5125,{},completed,
lda,leave_one_group_out,8,outer_training_fold,1,balanced_accuracy,0.6333333333333333,{},completed,
lda,leave_one_group_out,9,outer_training_fold,1,balanced_accuracy,0.3958333333333333,{},completed,
lda,leave_one_group_out,10,outer_training_fold,1,balanced_accuracy,0.5875,{},completed,
lda,leave_one_group_out,11,outer_training_fold,1,balanced_accuracy,0.5291666666666667,{},completed,
lda,leave_one_group_out,12,outer_training_fold,1,balanced_accuracy,0.5166666666666666,{},completed,
logistic_regression,leave_one_group_out,1,outer_training_fold,1,balanced_accuracy,1.0,{},completed,
logistic_regression,leave_one_group_out,2,outer_training_fold,1,balanced_accuracy,1.0,{},completed,
logistic_regression,leave_one_group_out,3,outer_training_fold,1,balanced_accuracy,1.0,{},completed,
logistic_regression,leave_one_group_out,4,outer_training_fold,1,balanced_accuracy,1.0,{},completed,
logistic_regression,leave_one_group_out,5,outer_training_fold,1,balanced_accuracy,1.0,{},completed,
logistic_regression,leave_one_group_out,6,outer_training_fold,1,balanced_accuracy,1.0,{},completed,
logistic_regression,leave_one_group_out,7,outer_training_fold,1,balanced_accuracy,1.0,{},completed,
logistic_regression,leave_one_group_out,8,outer_training_fold,1,balanced_accuracy,1.0,{},completed,
logistic_regression,leave_one_group_out,9,outer_training_fold,1,balanced_accuracy,1.0,{},completed,
logistic_regression,leave_one_group_out,10,outer_training_fold,1,balanced_accuracy,1.0,{},completed,
logistic_regression,leave_one_group_out,11,outer_training_fold,1,balanced_accuracy,1.0,{},completed,
logistic_regression,leave_one_group_out,12,outer_training_fold,1,balanced_accuracy,1.0,{},completed,
mlp,leave_one_group_out,1,outer_training_fold,1,balanced_accuracy,1.0,{},completed,
mlp,leave_one_group_out,2,outer_training_fold,1,balanced_accuracy,1.0,{},completed,
mlp,leave_one_group_out,3,outer_training_fold,1,balanced_accuracy,1.0,{},completed,
mlp,leave_one_group_out,4,outer_training_fold,1,balanced_accuracy,1.0,{},completed,
mlp,leave_one_group_out,5,outer_training_fold,1,balanced_accuracy,1.0,{},completed,
mlp,leave_one_group_out,6,outer_training_fold,1,balanced_accuracy,1.0,{},completed,
mlp,leave_one_group_out,7,outer_training_fold,1,balanced_accuracy,1.0,{},completed,
mlp,leave_one_group_out,8,outer_training_fold,1,balanced_accuracy,1.0,{},completed,
mlp,leave_one_group_out,9,outer_training_fold,1,balanced_accuracy,1.0,{},completed,
mlp,leave_one_group_out,10,outer_training_fold,1,balanced_accuracy,1.0,{},completed,
mlp,leave_one_group_out,11,outer_training_fold,1,balanced_accuracy,1.0,{},completed,
mlp,leave_one_group_out,12,outer_training_fold,1,balanced_accuracy,1.0,{},completed,
qda,leave_one_group_out,1,outer_training_fold,1,balanced_accuracy,,{},failed,LinAlgError: The covariance matrix of class 0 is not full rank. Increase the value of `reg_param` to reduce the collinearity.
qda,leave_one_group_out,2,outer_training_fold,1,balanced_accuracy,,{},failed,LinAlgError: The covariance matrix of class 0 is not full rank. Increase the value of `reg_param` to reduce the collinearity.
qda,leave_one_group_out,3,outer_training_fold,1,balanced_accuracy,,{},failed,LinAlgError: The covariance matrix of class 0 is not full rank. Increase the value of `reg_param` to reduce the collinearity.
qda,leave_one_group_out,4,outer_training_fold,1,balanced_accuracy,,{},failed,LinAlgError: The covariance matrix of class 0 is not full rank. Increase the value of `reg_param` to reduce the collinearity.
qda,leave_one_group_out,5,outer_training_fold,1,balanced_accuracy,,{},failed,LinAlgError: The covariance matrix of class 0 is not full rank. Increase the value of `reg_param` to reduce the collinearity.
qda,leave_one_group_out,6,outer_training_fold,1,balanced_accuracy,,{},failed,LinAlgError: The covariance matrix of class 0 is not full rank. Increase the value of `reg_param` to reduce the collinearity.
qda,leave_one_group_out,7,outer_training_fold,1,balanced_accuracy,,{},failed,LinAlgError: The covariance matrix of class 0 is not full rank. Increase the value of `reg_param` to reduce the collinearity.
qda,leave_one_group_out,8,outer_training_fold,1,balanced_accuracy,,{},failed,LinAlgError: The covariance matrix of class 0 is not full rank. Increase the value of `reg_param` to reduce the collinearity.
qda,leave_one_group_out,9,outer_training_fold,1,balanced_accuracy,,{},failed,LinAlgError: The covariance matrix of class 0 is not full rank. Increase the value of `reg_param` to reduce the collinearity.
qda,leave_one_group_out,10,outer_training_fold,1,balanced_accuracy,,{},failed,LinAlgError: The covariance matrix of class 0 is not full rank. Increase the value of `reg_param` to reduce the collinearity.
qda,leave_one_group_out,11,outer_training_fold,1,balanced_accuracy,,{},failed,LinAlgError: The covariance matrix of class 0 is not full rank. Increase the value of `reg_param` to reduce the collinearity.
qda,leave_one_group_out,12,outer_training_fold,1,balanced_accuracy,,{},failed,LinAlgError: The covariance matrix of class 0 is not full rank. Increase the value of `reg_param` to reduce the collinearity.
random_forest,leave_one_group_out,1,outer_training_fold,1,balanced_accuracy,1.0,{},completed,
random_forest,leave_one_group_out,2,outer_training_fold,1,balanced_accuracy,1.0,{},completed,
random_forest,leave_one_group_out,3,outer_training_fold,1,balanced_accuracy,1.0,{},completed,
random_forest,leave_one_group_out,4,outer_training_fold,1,balanced_accuracy,1.0,{},completed,
random_forest,leave_one_group_out,5,outer_training_fold,1,balanced_accuracy,1.0,{},completed,
random_forest,leave_one_group_out,6,outer_training_fold,1,balanced_accuracy,1.0,{},completed,
random_forest,leave_one_group_out,7,outer_training_fold,1,balanced_accuracy,1.0,{},completed,
random_forest,leave_one_group_out,8,outer_training_fold,1,balanced_accuracy,1.0,{},completed,
random_forest,leave_one_group_out,9,outer_training_fold,1,balanced_accuracy,1.0,{},completed,
random_forest,leave_one_group_out,10,outer_training_fold,1,balanced_accuracy,1.0,{},completed,
random_forest,leave_one_group_out,11,outer_training_fold,1,balanced_accuracy,1.0,{},completed,
random_forest,leave_one_group_out,12,outer_training_fold,1,balanced_accuracy,1.0,{},completed,
stacking,leave_one_group_out,1,outer_training_fold,1,balanced_accuracy,1.0,{},completed,
stacking,leave_one_group_out,2,outer_training_fold,1,balanced_accuracy,1.0,{},completed,
stacking,leave_one_group_out,3,outer_training_fold,1,balanced_accuracy,1.0,{},completed,
stacking,leave_one_group_out,4,outer_training_fold,1,balanced_accuracy,1.0,{},completed,
stacking,leave_one_group_out,5,outer_training_fold,1,balanced_accuracy,1.0,{},completed,
stacking,leave_one_group_out,6,outer_training_fold,1,balanced_accuracy,1.0,{},completed,
stacking,leave_one_group_out,7,outer_training_fold,1,balanced_accuracy,1.0,{},completed,
stacking,leave_one_group_out,8,outer_training_fold,1,balanced_accuracy,1.0,{},completed,
stacking,leave_one_group_out,9,outer_training_fold,1,balanced_accuracy,1.0,{},completed,
stacking,leave_one_group_out,10,outer_training_fold,1,balanced_accuracy,1.0,{},completed,
stacking,leave_one_group_out,11,outer_training_fold,1,balanced_accuracy,1.0,{},completed,
